marka,Isletim_Sistemi,Islemci_Tipi,Islemci_Nesli,Cozunurluk,SSD_Kapasitesi,Ram,Hard_Disk_Kapasitesi,Ekran_Yenileme_Hizi,Ekran_Karti,Ekran_Boyutu,Fiyat
dell,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.2458
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.3177
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.5684
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.2099
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.4965
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.5684
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.3481
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.137
dell,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.6043
dell,Free Dos,Intel Core i5,11.0,1366 x 768,256.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,13.6661
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.5684
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.0302
dell,,,,,,,,,,,15.3886
dell,Windows,Intel Core i5,10.0,1920 x 1080,256.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,15.855
dell,Free Dos,Intel Core i5,10.0,1920 x 1080,256.0,24.0,0.0,60.0,Intel Iris Graphics,15.6,15.5324
dell,Free Dos,Intel Core i5,10.0,1920 x 1080,1.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,15.6762
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,24.0,0.0,60.0,Intel Iris Graphics,15.6,15.4246
dell,,,,,,,,,,,14.8145
casper,Free Dos,Intel Core i5,11.0,1920 x 1080,500.0,8.0,0.0,60.0,Intel XE Graphics,15.6,16.299
hp,Free Dos,Intel Core i3,10.0,1366 x 768,0.0,4.0,1.0,60.0,Nvidia GeForce MX110,15.6,10.999
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel XE Graphics,15.6,13.184
asus,Free Dos,Intel Core i5,11.0,Belirtilmemiş,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,13.399
hp,Windows,Intel Core i5,13.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,21.299
dell,Windows,Intel Core i7,13.0,1920 x 1080,512.0,16.0,0.0,120.0,Nvidia GeForce RTX 3050,15.6,41.016
dell,Free Dos,Intel Core i5,13.0,1920 x 1080,1.0,16.0,0.0,120.0,Nvidia GeForce RTX 3050,16.0,30.4711
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,128.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,10.0471
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Belirtilmemiş,15.6,21.599
lenovo,Free Dos,Intel Xeon,13.0,1920 x 1080,256.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,13.5
lenovo,Windows,Intel Core i5,10.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,14.999
lenovo,Free Dos,Intel Celeron,4.0,1920 x 1080,128.0,4.0,0.0,60.0,Intel UHD Graphics 600,14.0,8.155
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,14.8999
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,14.0,16.9281
dell,,,,,,,,,,,13.999
hp,Free Dos,Intel Core i7,12.0,2560 x 1440,1.0,16.0,0.0,165.0,Nvidia GeForce RTX3060,16.1,41.699
lenovo,Windows,AMD Ryzen 3,7.0,1920 x 1080,256.0,4.0,0.0,60.0,Dahili Ekran Kartı,15.6,10.3999
hp,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,14.0,17.3999
dell,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.9279
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.819
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.7831
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.6403
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.7471
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.9279
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.855
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.819
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,32.0,2.0,60.0,Nvidia GeForce MX550,15.6,24.8922
asus,Free Dos,Intel Core i3,11.0,1920 x 1080,512.0,12.0,0.0,60.0,Dahili Ekran Kartı,15.6,11.499
lenovo,Windows,AMD Ryzen 5,5.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,15.0
lenovo,Windows,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,20.591
lenovo,Windows,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,19.916
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,14.2918
asus,Free Dos,Intel Core i3,11.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,9.498
hp,Free Dos,Intel Xeon,13.0,1920 x 1080,256.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,26.9573
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,18.6
hp,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,18.5
hp,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,18.0
hp,Windows,Intel Core i5,12.0,1920 x 1080,1.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,22.2
hp,Windows,Intel Core i5,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,18.0
hp,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,18.1
hp,Free Dos,Intel Core i3,12.0,1920 x 1080,256.0,64.0,0.0,60.0,Intel UHD Graphics,14.0,19.745
hp,Windows,Intel Core i3,12.0,1920 x 1080,256.0,64.0,0.0,60.0,Intel UHD Graphics,14.0,20.611
hp,Windows,Intel Core i3,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,15.401
hp,Windows,Intel Core i3,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,15.401
hp,Free Dos,Intel Core i3,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,14.754
hp,Windows,Intel Core i3,12.0,1920 x 1280,256.0,8.0,0.0,60.0,Intel Iris Graphics,14.0,15.401
hp,Free Dos,Intel Core i3,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,14.0,14.754
hp,Free Dos,Intel Core i3,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,12.2204
hp,Windows,AMD Ryzen 7,7.0,1920 x 1080,2.0,32.0,0.0,144.0,Nvidia GeForce RTX 3050,16.1,34.999
asus,Windows,AMD Ryzen 5,5.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX 2050,15.6,24.999
asus,Windows,Intel Core i3,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,16.6311
hp,Windows,Intel Core i5,13.0,1920 x 1080,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,18.099
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,512.0,32.0,0.0,144.0,AMD Radeon RX6500M,15.6,27.509
lenovo,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,20.3999
asus,Free Dos,Intel Core i3,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,12.9122
asus,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,22.569
hp,Windows,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,18.399
asus,Free Dos,Intel Core i5,13.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel XE Graphics,15.6,19.9979
lenovo,Linux,Intel Core i5,12.0,2560 x 1600,256.0,8.0,0.0,60.0,Intel Iris Graphics,12.5,32.999
lenovo,Windows,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Belirtilmemiş,15.6,14.999
asus,Windows,MediaTek P60T,5.0,4480 x 2520,32.0,36.0,500.0,90.0,Nvidia GeForce MX450,18.0,15.387
asus,Windows,Intel Celeron,13.0,1366 x 768,128.0,4.0,0.0,60.0,Intel UHD Graphics 600,15.6,8.499
honor,Windows,Intel Core i5,10.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,23.999
dell,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,14.999
microsoft,Windows,MediaTek P60T,12.0,2880 x 1800,512.0,16.0,0.0,90.0,Intel Iris Graphics,13.0,91.466
msi,Free Dos,Intel Core i9,13.0,1920 x 1080,1.0,32.0,0.0,240.0,Nvidia GeForce RTX 4090,17.0,124.0058
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,24.0,0.0,60.0,Intel Iris Graphics,15.6,16.199
asus,Free Dos,AMD Ryzen 7,1.0,1920 x 1200,512.0,24.0,0.0,60.0,Dahili Ekran Kartı,16.0,21.029
asus,Windows,Intel Core i5,10.0,1920 x 1080,512.0,32.0,0.0,60.0,Nvidia GeForce GTX 1650,15.6,26.1188
asus,Free Dos,Intel Celeron,13.0,1920 x 1080,0.0,4.0,1.0,60.0,Intel HD Graphics,15.6,9.489
apple,Mac Os,Apple M1 Pro,13.0,3024 x 1964,512.0,16.0,0.0,120.0,M1 Pro 14 Çekirdekli,14.0,71.699
msi,Windows,Intel Core i7,12.0,1920 x 1080,512.0,32.0,0.0,60.0,Nvidia GeForce GTX 1650,14.0,35.65
hp,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,26.0
acer,Windows,Intel Core i7,13.0,2560 x 1600,512.0,16.0,0.0,165.0,Nvidia GeForce RTX 4060,16.0,57.998
dell,Windows,Intel Core i5,12.0,1920 x 1080,1.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,16.8246
hp,Windows,Intel Core i5,11.0,1920 x 1080,1.0,32.0,0.0,60.0,Intel UHD Graphics,15.6,17.59
hp,Free Dos,AMD Ryzen 3,5.0,1920 x 1080,1.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,14.8
hp,Free Dos,AMD Ryzen 3,5.0,1920 x 1080,1.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,14.1
asus,Windows,Intel Core i5,12.0,1920 x 1080,1.0,24.0,0.0,60.0,Intel Iris Graphics,15.6,18.449
hp,Windows,Intel Core i7,13.0,1920 x 1280,1.0,32.0,0.0,60.0,Intel UHD Graphics,13.5,53.789
asus,,,,,,,,,,,18.399
asus,Windows,Intel Core i7,13.0,1920 x 1080,512.0,8.0,512.0,60.0,Intel UHD Graphics,15.6,27.854
acer,Free Dos,AMD Ryzen 3,7.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,10.299
asus,Windows,AMD Ryzen 5,7.0,1920 x 1080,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,15.999
hp,Free Dos,AMD Ryzen 5,7.0,1920 x 1080,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,17.3076
hp,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,2.0,32.0,0.0,144.0,Nvidia GeForce RTX 3090,16.1,37.999
asus,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,40.0,0.0,60.0,Intel UHD Graphics,15.6,24.2989
monster,Windows,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,14.1,22.499
hp,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,19.2
hp,Windows,Intel Core i5,12.0,1920 x 1080,256.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,19.7
hp,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,16.1,32.899
lenovo,Free Dos,Intel Celeron,1.0,1920 x 1080,256.0,4.0,0.0,60.0,Dahili Ekran Kartı,14.0,9.449
lenovo,Windows,AMD Ryzen 5,7.0,1920 x 1080,256.0,8.0,0.0,60.0,Belirtilmemiş,15.6,12.159
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Nvidia GeForce MX550,15.6,19.44
toshiba,Windows,Intel Core i5,,1600 x 900,256.0,16.0,,,Paylaşımlı,14.0,26.785
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Nvidia GeForce MX350,15.6,18.2569
hp,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,16.0,0.0,165.0,Nvidia GeForce RTX 4060,16.1,45.999
lenovo,Windows,Intel Celeron,1.0,1366 x 768,128.0,4.0,,,Paylaşımlı,14.0,8.399
asus,,,,,512.0,,0.0,,,15.6,23.499
hp,Windows,AMD Ryzen 3,5.0,1920 x 1080,512.0,32.0,0.0,60.0,AMD Radeon Graphics,15.6,15.2
hp,Windows,Intel Core i5,11.0,1920 x 1080,1.0,24.0,0.0,60.0,Intel Iris Graphics,15.6,15.999
dell,Windows,AMD Ryzen 5,5.0,1920 x 1080,512.0,16.0,1.0,120.0,AMD Radeon Graphics,15.6,15.7523
hp,Windows,Intel Core i7,13.0,1920 x 1200,1.0,32.0,0.0,60.0,Nvidia Quadro RTX 5000,16.0,64.617
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,64.0,0.0,60.0,Intel Iris Graphics,15.6,16.0371
casper,,,,,,,,,,,14.699
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel XE Graphics,15.6,16.0516
acer,Windows,AMD Ryzen 5,7.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,12.6421
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,16.0,0.0,60.0,Nvidia GeForce MX350,15.6,16.1536
hp,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,32.0,0.0,165.0,Nvidia GeForce RTX 4080,16.1,71.999
acer,Free Dos,AMD Ryzen 5,7.0,1920 x 1080,256.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,13.9988
lenovo,Windows,AMD Ryzen 5,5.0,1920 x 1080,512.0,8.0,0.0,120.0,Nvidia GeForce GTX 1650,15.6,23.949
asus,Windows,AMD Ryzen 5,13.0,1920 x 1200,1.0,24.0,0.0,60.0,AMD Radeon Graphics,14.0,28.599
technopc,Windows,Intel Celeron,13.0,1920 x 1080,128.0,128.0,128.0,60.0,Intel HD Graphics,15.6,7.9
acer,Free Dos,Intel Core i9,13.0,2560 x 1600,1.0,32.0,0.0,240.0,Nvidia GeForce RTX 4080,16.0,83.999
asus,Free Dos,Intel Core i9,13.0,3200 x 1800,2.0,32.0,500.0,120.0,Nvidia GeForce RTX 4070,16.0,89.999
acer,Free Dos,Intel Core i7,11.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX3060,15.6,33.45
asus,Windows,Intel Core i3,11.0,1920 x 1080,128.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,10.199
dell,Free Dos,AMD Ryzen 3,1.0,1280 x 800,128.0,1.0,250.0,60.0,Dahili Ekran Kartı,14.0,79.275
casper,Windows,Intel Core i3,11.0,1920 x 1080,500.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,13.599
casper,Windows,Intel Core i5,11.0,1920 x 1080,250.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,14.875
asus,Free Dos,Intel Core i3,11.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,9.499
asus,Free Dos,Intel Core i9,12.0,3840 x 2400,2.0,32.0,0.0,60.0,Nvidia RTX A3000,16.0,97.999
asus,Windows,Intel Core i3,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,11.5999
lenovo,Free Dos,Intel Core i7,10.0,1920 x 1080,256.0,4.0,0.0,120.0,Nvidia GeForce RTX 3090,14.0,31.999
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,2.0,32.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,34.999
hp,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 4070,16.1,48.999
dell,,,,,,,,,,,17.999
gigabyte,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,32.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,32.499
asus,Windows,AMD Ryzen 3,3.0,1920 x 1080,256.0,12.0,0.0,60.0,Dahili Ekran Kartı,14.0,14.866
dell,Linux,Intel Core i3,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,11.499
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,14.7501
casper,Windows,Intel Core i5,12.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce GTX 1650,15.6,27.999
hp,Windows,Intel Core i9,13.0,2560 x 1440,4.0,64.0,0.0,240.0,Nvidia GeForce RTX 4090,17.3,163.2
asus,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel XE Graphics,15.6,22.549
lenovo,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,13.399
asus,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,33.333
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,1.0,16.0,0.0,60.0,AMD Radeon Graphics,14.0,14.349
asus,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,24.0,0.0,60.0,Dahili Ekran Kartı,15.6,13.239
hp,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,19.999
hp,Windows,Intel Core i7,12.0,1920 x 1080,1.0,32.0,0.0,60.0,Intel Iris Graphics,14.0,31.8
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.599
dell,Windows,Intel Core i5,13.0,1920 x 1200,256.0,8.0,0.0,60.0,Intel XE Graphics,14.0,18.999
apple,Mac Os,Apple M1,3.0,2560 x 1600,256.0,8.0,250.0,120.0,Dahili Ekran Kartı,13.3,31.17
lenovo,Free Dos,Intel Core i7,11.0,1920 x 1080,256.0,16.0,0.0,165.0,Nvidia GeForce RTX 3050 Ti,15.6,36.2
lenovo,Free Dos,Intel Core i3,12.0,1920 x 1080,512.0,8.0,512.0,60.0,Intel HD Graphics,14.0,11.989
microsoft,Windows,Intel Core i7,12.0,2880 x 1800,256.0,16.0,0.0,120.0,Intel Iris Graphics,13.0,61.915
asus,Windows,Intel Core i5,10.0,1920 x 1080,256.0,8.0,0.0,60.0,Belirtilmemiş,15.6,14.999
asus,Windows,Intel Core i3,11.0,1920 x 1080,128.0,8.0,0.0,60.0,Intel HD Graphics,15.6,10.449
lenovo,Windows,Intel Core i3,10.0,1366 x 768,256.0,4.0,0.0,60.0,Intel HD Graphics,15.6,10.499
casper,Windows,Intel Core i7,12.0,1920 x 1080,2.0,64.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,45.999
dell,Windows,Intel Core i5,10.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.6762
hp,Windows,Intel Core i5,13.0,2240 x 1400,512.0,16.0,512.0,60.0,Intel Iris Graphics,14.0,31.141
dell,Windows,Intel Core i5,10.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.9638
dell,Windows,Intel Core i5,10.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.9638
dell,Free Dos,Intel Core i5,10.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,15.9997
dell,Free Dos,Intel Core i5,10.0,1920 x 1080,512.0,24.0,0.0,60.0,Intel Iris Graphics,15.6,15.9997
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,500.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,17.499
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Belirtilmemiş,15.6,14.299
lenovo,Free Dos,Intel Xeon,13.0,1920 x 1080,256.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,11.999
asus,Windows,Intel Core i3,11.0,1920 x 1080,128.0,4.0,0.0,60.0,Nvidia GeForce 1050 Ti,15.6,12.999
lenovo,Windows,Intel Core i5,12.0,2560 x 1600,512.0,8.0,0.0,60.0,Intel Iris Graphics,16.0,28.999
lenovo,Windows,AMD Ryzen 5,7.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,11.803
asus,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,40.0,0.0,60.0,Intel XE Graphics,15.6,25.1451
dell,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,120.0,Intel XE Graphics,15.6,20.9999
dell,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,120.0,Dahili Ekran Kartı,15.6,19.6225
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 2050,15.6,26.999
acer,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,32.0,0.0,60.0,Nvidia GeForce MX550,15.6,22.6201
hp,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX3060,16.1,31.9
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Nvidia GeForce MX550,15.6,19.2999
dell,Windows,AMD Ryzen 5,5.0,1920 x 1080,512.0,32.0,0.0,120.0,Nvidia GeForce RTX 3050,15.6,27.489
asus,Windows,Intel Core i5,12.0,2880 x 1800,0.0,16.0,1.0,120.0,Intel Iris Graphics,14.5,89.999
lenovo,Windows,AMD Ryzen 7,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,14.6856
hp,Windows,AMD Ryzen 7,7.0,1920 x 1080,1.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,30.0
asus,Windows,Intel Core i7,13.0,2880 x 1800,1.0,16.0,0.0,60.0,Intel XE Graphics,13.3,58.999
asus,Free Dos,Intel Core i3,11.0,1920 x 1080,256.0,12.0,0.0,60.0,Dahili Ekran Kartı,15.6,10.399
dell,Windows,Intel Core i7,13.0,1920 x 1080,512.0,32.0,0.0,165.0,Nvidia GeForce RTX 4050,15.6,43.4932
dell,Windows,Intel Core i3,11.0,1366 x 768,512.0,16.0,0.0,60.0,Intel UHD Graphics,14.0,12.999
hp,Windows,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX3060,16.1,55.9
von-januar,Windows,Apple M1,5.0,4480 x 2520,4.0,48.0,750.0,90.0,RX6700M,18.0,69.0
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,15.6999
acer,Windows,AMD Ryzen 5,7.0,1920 x 1080,1.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,18.4131
hp,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,16.1,41.899
hp,Windows,Intel Core i5,13.0,1920 x 1080,512.0,64.0,0.0,60.0,Intel Iris Graphics,15.6,23.899
apple,Mac Os,Apple M2,2.0,2880 x 1800,512.0,8.0,512.0,120.0,M2 10 Çekirdekli,15.0,59.49
apple,Mac Os,Apple M2,2.0,2560 x 1600,256.0,16.0,0.0,60.0,M2 10 Çekirdekli,13.3,59.99
lenovo,Windows,AMD Ryzen 7,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,16.576
hp,Windows,Intel Core i5,11.0,1920 x 1080,512.0,12.0,0.0,60.0,Dahili Ekran Kartı,15.6,14.299
asus,Free Dos,Intel Core i3,12.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel HD Graphics,15.6,9.789
hp,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Nvidia GeForce MX550,15.6,23.999
casper,Free Dos,Intel Core i3,11.0,1920 x 1080,1.0,32.0,0.0,60.0,Intel UHD Graphics,15.6,17.299
asus,Windows,Intel Core i9,13.0,2560 x 1600,1.0,16.0,0.0,240.0,Nvidia GeForce RTX 4070,16.0,71.05
asus,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,34.5804
dell,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,32.0,0.0,120.0,Dahili Ekran Kartı,15.6,20.5309
monster,Windows,Intel Core i7,11.0,1920 x 1080,500.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,15.6,31.599
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,12.0,0.0,60.0,Dahili Ekran Kartı,15.6,12.649
toshiba,Windows,Intel Core i7,4.0,1920 x 1080,512.0,16.0,500.0,60.0,Intel HD Graphics 4400,15.6,29.9999
asus,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel HD Graphics,15.6,12.97
lenovo,Windows,Intel Celeron,11.0,1366 x 768,0.0,4.0,128.0,60.0,Dahili Ekran Kartı,15.6,7.5
dell,Windows,AMD Ryzen 5,5.0,1920 x 1080,256.0,8.0,0.0,120.0,AMD Radeon Graphics,15.6,12.8368
