marka,Isletim_Sistemi,Islemci_Tipi,Islemci_Nesli,Cozunurluk,SSD_Kapasitesi,Ram,Hard_Disk_Kapasitesi,Ekran_Yenileme_Hizi,Ekran_Karti,Ekran_Boyutu,Fiyat
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Nvidia GeForce MX350,15.6,16.7503
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,500.0,32.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,34.299
acer,Windows,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Nvidia GeForce MX550,15.6,17.99
apple,Mac Os,Apple M1,13.0,2560 x 1600,256.0,16.0,0.0,60.0,M1 7 Çekirdekli,13.3,39.9
asus,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,24.349
lenovo,Free Dos,Intel Celeron,1.0,1920 x 1080,128.0,4.0,256.0,60.0,Intel UHD Graphics 600,14.0,8.499
asus,Windows,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,12.999
asus,Windows,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,17.999
lenovo,Free Dos,Intel Core i3,11.0,1920 x 1080,256.0,4.0,256.0,60.0,Intel HD Graphics,15.6,9.549
casper,Windows,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,19.199
lenovo,Free Dos,AMD Ryzen 7,12.0,1920 x 1080,1.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,13.999
casper,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,64.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,39.899
monster,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,32.0,0.0,120.0,Intel Iris Graphics,15.6,23.199
hp,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,32.0,0.0,165.0,Nvidia GeForce RTX 4060,16.1,50.999
lenovo,Windows,Intel Core i3,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Belirtilmemiş,15.6,10.499
casper,Free Dos,Intel Core i7,12.0,1920 x 1080,500.0,32.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,36.799
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,120.0,Nvidia GeForce RTX3060,15.6,29.639
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,512.0,60.0,Intel UHD Graphics,14.0,14.499
asus,Windows,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,24.4334
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,13.5999
toshiba,Windows,Intel Core i7,6.0,3840 x 2160,256.0,8.0,256.0,60.0,Paylaşımlı,12.5,33.4823
hp,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,14.0,21.382
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,10.5921
dell,Free Dos,Intel Core i3,11.0,1366 x 768,256.0,16.0,0.0,60.0,Intel UHD Graphics,14.0,10.1961
asus,Free Dos,Intel Celeron,13.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,8.659
asus,Free Dos,Intel Celeron,5.0,1366 x 768,256.0,16.0,0.0,60.0,Intel UHD Graphics 600,15.6,10.9881
dell,Ubuntu,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,15.679
msi,Mac Os,Apple M1,13.0,2560 x 1600,256.0,16.0,256.0,60.0,M1 7 Çekirdekli,13.0,40.5023
acer,Mac Os,Apple M1,13.0,2560 x 1600,128.0,16.0,0.0,60.0,M1 7 Çekirdekli,15.6,7.989
msi,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 2050,15.6,25.499
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce GTX 1650,15.6,25.999
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,12.6111
hp,Free Dos,Intel Core i5,13.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel XE Graphics,15.6,15.499
hp,Windows,Intel Core i7,13.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 4060,16.1,48.2949
hp,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 3050,16.1,33.999
acer,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,27.999
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,15.3931
lenovo,Free Dos,AMD Ryzen 3,5.0,1920 x 1080,256.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,9.7179
lenovo,Windows,AMD Ryzen 5,5.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,14.0,12.9988
msi,Free Dos,Intel Core i7,11.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,15.6,30.734
dell,Linux,Intel Core i5,13.0,1920 x 1080,512.0,16.0,0.0,120.0,Nvidia GeForce RTX 3050,15.6,28.409
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,512.0,32.0,0.0,60.0,AMD Radeon Graphics,15.6,12.3999
asus,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,16.999
asus,Free Dos,Intel Core i9,13.0,1920 x 1200,1.0,32.0,0.0,120.0,Nvidia GeForce RTX 4050,16.0,49.199
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,120.0,Nvidia GeForce RTX 3050,15.6,24.9311
asus,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,25.499
asus,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,18.899
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,15.6999
honor,Windows,Intel Core i3,10.0,1920 x 1080,256.0,8.0,256.0,60.0,Intel UHD Graphics 600,15.6,14.5
huawei,Windows,Intel Core i5,13.0,1920 x 1080,512.0,16.0,0.0,60.0,Belirtilmemiş,16.0,24.999
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,120.0,Nvidia GeForce RTX3060,15.6,26.999
hp,Free Dos,Intel Core i5,13.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,16.1,34.3551
msi,Windows,Intel Core i9,13.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 4070,17.3,73.779
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,512.0,120.0,Nvidia GeForce RTX 3050 Ti,15.6,24.799
asus,Windows,Intel Celeron,1.0,1920 x 1080,128.0,4.0,0.0,60.0,Dahili Ekran Kartı,15.6,7.199
lenovo,Free Dos,Intel Core i7,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,19.999
asus,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,30.999
dell,Ubuntu,Intel Core i3,11.0,1920 x 1080,250.0,12.0,1.0,60.0,Intel UHD Graphics,14.0,9.999
hp,Free Dos,Intel Xeon,13.0,1920 x 1080,256.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,12.25
asus,Free Dos,AMD Ryzen 3,3.0,1920 x 1080,256.0,4.0,0.0,60.0,Paylaşımlı,15.6,10.999
lenovo,Free Dos,Intel Core i7,11.0,2560 x 1440,512.0,16.0,0.0,165.0,Nvidia GeForce RTX3060,15.6,36.999
acer,Mac Os,Apple M1,13.0,2560 x 1600,256.0,16.0,256.0,60.0,M1 7 Çekirdekli,13.0,12.2751
asus,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,32.999
acer,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,8.0,256.0,60.0,Nvidia GeForce MX450,15.6,14.999
hp,Free Dos,Intel Core M,13.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,13.3935
acer,Free Dos,Intel Core i5,13.0,1920 x 1080,512.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,15.699
hp,Windows,Intel Core i7,10.0,1920 x 1080,512.0,8.0,512.0,60.0,Intel HD Graphics 610,13.3,27.499
monster,Free Dos,Intel Core i7,13.0,2560 x 1600,1.0,32.0,0.0,165.0,Nvidia GeForce RTX 4070,16.0,59.999
hp,Free Dos,Intel Core i5,13.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,16.1,35.199
asus,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX3060,15.6,40.549
hp,Free Dos,AMD Ryzen 7,7.0,2560 x 1440,1.0,32.0,0.0,240.0,Nvidia GeForce RTX 4070,16.1,53.899
asus,,,,,,,,,,,36.1
lenovo,Windows,Intel Celeron,13.0,1366 x 768,128.0,4.0,0.0,60.0,Belirtilmemiş,14.0,7.499
casper,Free Dos,Intel Core i9,13.0,2560 x 1600,2.0,64.0,0.0,165.0,Nvidia GeForce RTX 4070,16.0,69.999
lenovo,Free Dos,Intel Core i3,11.0,1920 x 1080,512.0,12.0,0.0,120.0,Intel UHD Graphics,15.6,10.8999
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel XE Graphics,15.6,10.999
apple,,,,,,,,,,,50.79
lenovo,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,17.999
lenovo,Windows,AMD Ryzen 7,5.0,1920 x 1200,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,14.0,26.999
hp,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 4050,16.1,35.499
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,500.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,11.949
asus,Windows,Intel Core i7,13.0,1920 x 1200,512.0,16.0,500.0,165.0,Nvidia GeForce RTX 4060,16.0,56.999
lenovo,Windows,Intel Core i9,11.0,3840 x 2160,1.0,32.0,0.0,60.0,Nvidia RTX A4000,17.3,178.909
asus,Windows,Intel Celeron,13.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel UHD Graphics 600,14.0,10.1961
asus,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,33.959
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,13.3649
acer,Free Dos,Intel Core i5,12.0,1920 x 1080,2.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,15.6,30.0
lenovo,Windows,Intel Core i5,12.0,2880 x 1800,512.0,16.0,512.0,60.0,Intel Iris Graphics,14.0,37.999
asus,Windows,Intel Core i5,12.0,2880 x 1800,0.0,16.0,512.0,60.0,Intel Iris Graphics,14.0,46.2
dell,Free Dos,Intel Core i5,13.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,12.199
hp,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,16.1,36.999
ilife,Windows,Intel Core i7,7.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,15.6481
asus,Free Dos,Intel Celeron,,1920 x 1080,128.0,4.0,,,Intel UHD Graphics 600,15.6,9.0
acer,Windows,Intel Core i3,3.0,1920 x 1080,128.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,7.999
apple,Mac Os,Apple M2,2.0,2880 x 1800,512.0,8.0,512.0,120.0,M2 10 Çekirdekli,15.0,59.49
apple,Mac Os,M2,13.0,2560 x 1600,256.0,16.0,0.0,60.0,M2 8 Çekirdekli,13.6,51.999
hp,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,13.3,31.149
lenovo,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,500.0,16.0,0.0,120.0,Nvidia GeForce RTX 4050,15.6,31.999
acer,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,12.499
asus,Windows,Intel Core i5,10.0,1920 x 1080,512.0,8.0,512.0,60.0,Intel Iris Graphics,13.3,30.199
casper,Windows,AMD Ryzen 5,5.0,1920 x 1080,500.0,8.0,500.0,60.0,AMD Radeon Graphics,15.6,13.499
asus,Free Dos,AMD A9,10.0,1366 x 768,256.0,4.0,,,AMD Radeon R5,15.6,8.222
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,9.7011
acer,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,23.65
lenovo,Windows,Intel Core i5,11.0,1366 x 768,256.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,13.8818
monster,Free Dos,Intel Core i7,13.0,2560 x 1600,1.0,32.0,0.0,240.0,Nvidia GeForce RTX 4060,17.0,77.099
lenovo,Windows,AMD Ryzen 5,11.0,1920 x 1080,512.0,8.0,512.0,165.0,AMD Radeon Graphics,15.6,13.929
hp,Windows,AMD Ryzen 7,7.0,1920 x 1080,512.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,22.199
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,120.0,Nvidia GeForce GTX 1650,15.6,24.4593
hp,Free Dos,Intel Core i7,13.0,2560 x 1440,1.0,32.0,0.0,165.0,Nvidia GeForce RTX 4070,17.3,60.999
dell,Linux,Intel Core i5,13.0,1920 x 1080,512.0,16.0,0.0,120.0,Nvidia GeForce RTX 4050,15.6,31.249
monster,Free Dos,Intel Core i5,12.0,1920 x 1080,500.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,30.899
hp,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,512.0,16.0,0.0,90.0,AMD Radeon Graphics,15.6,18.449
msi,Windows,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,17.3,63.999
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,8.0,0.0,120.0,Intel UHD Graphics,15.6,13.299
dell,Free Dos,Intel Core i9,13.0,2560 x 1600,1.0,32.0,0.0,165.0,Nvidia GeForce RTX 4060,16.0,56.999
monster,Free Dos,Intel Core i5,13.0,1920 x 1080,500.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,17.3,34.6573
acer,Windows,Intel Core i5,11.0,1920 x 1080,1.0,24.0,1.0,144.0,Nvidia GeForce RTX 3050,15.6,28.0
monster,Free Dos,Intel Core i9,13.0,2560 x 1600,2.0,64.0,0.0,240.0,Nvidia GeForce RTX 4070,17.0,97.899
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,500.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,13.0171
dell,Windows,Intel Core i7,12.0,1920 x 1080,1.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,26.7
lenovo,Windows,Intel Core i5,13.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,18.499
msi,Windows,Intel Core i9,13.0,2560 x 1600,2.0,64.0,0.0,165.0,Nvidia GeForce RTX 4070,17.0,142.659
msi,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX3060,17.3,41.999
asus,Free Dos,Intel Core i5,5.0,1920 x 1080,256.0,8.0,256.0,60.0,Intel UHD Graphics,16.0,13.249
acer,Free Dos,AMD Ryzen 3,3.0,1920 x 1080,256.0,4.0,0.0,60.0,AMD Radeon Graphics,15.6,8.2999
asus,Windows,Intel Core i9,13.0,2880 x 1800,1.0,32.0,0.0,120.0,Nvidia GeForce RTX 4060,14.5,124.8281
monster,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,32.0,0.0,120.0,Intel Iris Graphics,15.6,26.499
lenovo,Windows,Intel Core i7,10.0,1920 x 1080,512.0,16.0,0.0,90.0,Nvidia GeForce RTX 4050,15.6,44.999
monster,Windows,Intel Core i7,11.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,15.6,35.499
asus,Windows,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,18.799
dell,Free Dos,Intel Core i3,11.0,1366 x 768,512.0,8.0,0.0,60.0,Intel HD Graphics,14.0,9.6785
hp,Windows,Intel Core i5,12.0,1920 x 1080,1.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,20.0
asus,Windows,Intel Celeron,13.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel UHD Graphics 600,14.0,9.5521
apple,,,,,,,,,,,53.999
apple,Mac Os,M2,13.0,2560 x 1600,512.0,16.0,0.0,60.0,M2 10 Çekirdekli,13.6,59.999
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel XE Graphics,15.6,16.5999
apple,Mac Os,M2,13.0,3024 x 1964,1.0,32.0,0.0,60.0,Dahili Ekran Kartı,14.0,103.999
asus,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,8.0,256.0,90.0,Nvidia GeForce MX330,15.6,15.79
lenovo,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,13.499
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,256.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,9.9481
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,32.0,0.0,60.0,Dahili Ekran Kartı,15.6,14.099
asus,Free Dos,Intel Core i3,1.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,9.499
msi,Free Dos,Intel Core i9,13.0,2560 x 1600,1.0,32.0,0.0,240.0,Nvidia GeForce RTX 4090,17.0,123.479
microsoft,Windows,Intel Core i5,12.0,2880 x 1800,256.0,8.0,0.0,120.0,Intel Iris Graphics,13.0,45.385
asus,Windows,AMD Ryzen 7,4.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,15.6,53.3353
hp,Free Dos,AMD Ryzen 3,5.0,1920 x 1080,256.0,8.0,0.0,60.0,AMD Radeon R5 M530,15.6,10.179
gigabyte,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,360.0,Nvidia GeForce RTX 4060,17.3,44.699
casper,Windows,Intel Core i7,12.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,39.999
apple,Mac Os,M2,13.0,3024 x 1964,512.0,16.0,0.0,60.0,Dahili Ekran Kartı,14.0,73.49
monster,Windows,Intel Core i7,13.0,2560 x 1600,1.0,64.0,0.0,165.0,Nvidia GeForce RTX 4070,16.0,70.999
msi,Windows,Intel Core i9,13.0,2560 x 1600,4.0,64.0,0.0,240.0,Nvidia GeForce RTX 4070,17.3,95.499
asus,Free Dos,AMD Ryzen 7,3.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,14.2551
dell,Linux,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,120.0,Intel Iris Graphics,15.6,16.9175
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,256.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,11.299
monster,Windows,Intel Core i7,13.0,2560 x 1600,1.0,32.0,0.0,240.0,Nvidia GeForce RTX 4060,17.0,72.999
apple,Mac Os,Intel Core i9,13.0,3072 x 1920,1.0,16.0,0.0,60.0,Dahili Ekran Kartı,16.0,64.999
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,2.0,32.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,37.499
asus,Windows,Intel Core i7,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,13.0,47.999
acer,Windows,Intel Core i5,11.0,1920 x 1080,1.0,32.0,500.0,144.0,Nvidia GeForce RTX 3050,15.6,29.0
casper,Free Dos,Intel Core i7,12.0,1920 x 1080,500.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,35.599
casper,Free Dos,Intel Core i9,13.0,2560 x 1600,1.0,32.0,0.0,165.0,Nvidia GeForce RTX 4070,16.0,63.499
msi,Windows,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,34.6346
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,120.0,Nvidia GeForce RTX 3050 Ti,15.6,24.399
lenovo,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,14.499
apple,Mac Os,Apple M1,13.0,2560 x 1600,256.0,16.0,256.0,60.0,M1 7 Çekirdekli,13.0,37.14
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,500.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,16.499
asus,Free Dos,Intel Core i9,13.0,2560 x 1600,1.0,16.0,0.0,240.0,Nvidia GeForce RTX 4070,18.0,73.399
monster,,,,,,,,,,,20.499
dell,,,,,,,,,,,22.249
i-life-digital,Windows,Intel Core i7,7.0,1920 x 1080,512.0,8.0,,,Intel HD Graphics,15.6,16.4754
asus,Free Dos,AMD Ryzen 5,7.0,1920 x 1080,256.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,11.199
apple,Mac Os,Apple M2,2.0,2880 x 1620,512.0,8.0,512.0,120.0,M2 10 Çekirdekli,15.0,59.494
lenovo,Free Dos,Intel Core i7,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,19.9817
dell,Free Dos,Intel Core i5,11.0,1366 x 768,512.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,13.091
hp,,,,,512.0,,0.0,,,15.6,24.999
dell,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,13.737
msi,Windows,Intel Core i7,12.0,1920 x 1080,1.0,64.0,0.0,240.0,Nvidia GeForce RTX3060 Max-P,15.6,52.7
hp,Free Dos,Intel Core M,13.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,11.949
asus,,,,,,,,,,,37.0503
lenovo,Windows,Intel Core i5,12.0,2560 x 1600,1.0,8.0,0.0,60.0,Intel Iris Graphics,16.0,28.8508
hp,Windows,Intel Core i7,13.0,1920 x 1080,1.0,16.0,0.0,60.0,Nvidia GeForce RTX 3050,15.6,46.899
asus,Windows,AMD Ryzen 5,4.0,1920 x 1080,512.0,8.0,500.0,144.0,Nvidia GeForce RTX 3050 Ti,15.6,29.5
lenovo,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Nvidia GeForce MX550,15.6,25.299
asus,Free Dos,Intel Core i3,12.0,1920 x 1080,256.0,12.0,0.0,60.0,Intel UHD Graphics,15.6,10.9999
lenovo,Windows,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,16.499
asus,Windows,Intel Core i5,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel HD Graphics,15.6,14.599
dell,Windows,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Nvidia GeForce MX350,15.6,17.7234
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,24.0,1.0,60.0,Nvidia GeForce MX350,15.6,18.1448
apple,Mac Os,M2,13.0,3456 x 2234,1.0,16.0,0.0,60.0,Belirtilmemiş,16.0,97.99
lenovo,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,48.985
lenovo,Free Dos,AMD Ryzen 3,5.0,1920 x 1080,256.0,12.0,0.0,60.0,AMD Radeon Graphics,15.6,10.0763
asus,Free Dos,Intel Core i9,13.0,3200 x 2000,1.0,32.0,0.0,120.0,Nvidia GeForce RTX 4060,16.0,74.329
lenovo,Windows,Intel Core i7,12.0,2560 x 1600,512.0,16.0,512.0,60.0,Intel Iris Graphics,12.4,34.899
monster,Windows,Intel Core i7,12.0,1920 x 1080,1.0,64.0,0.0,144.0,Nvidia GeForce RTX 4060,17.3,52.699
acer,Free Dos,MediaTek P60T,5.0,4480 x 2520,64.0,36.0,500.0,360.0,Intel XE Graphics,18.0,34.899
dell,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.3831
lenovo,Free Dos,AMD Ryzen 7,12.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,13.499
asus,Windows,MediaTek P60T,5.0,4480 x 2520,32.0,36.0,500.0,90.0,Nvidia GeForce MX450,18.0,10.8505
asus,Free Dos,Intel Core i3,12.0,1920 x 1080,256.0,12.0,0.0,60.0,Dahili Ekran Kartı,15.6,11.069
lenovo,Free Dos,Intel Core i3,11.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,9.999
hp,Free Dos,AMD,1.0,1280 x 800,128.0,1.0,250.0,60.0,Dahili Ekran Kartı,14.0,12.8409
msi,Free Dos,Intel Core i9,13.0,2560 x 1600,2.0,32.0,0.0,240.0,Nvidia GeForce RTX 4080,17.0,98.399
lenovo,Windows,MediaTek P60T,5.0,4480 x 2520,32.0,36.0,500.0,90.0,Nvidia GeForce MX450,18.0,13.313
asus,Free Dos,AMD Ryzen 9,7.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4070,15.6,53.8189
asus,,,,,512.0,,0.0,,,15.6,38.399
lenovo,Windows,Intel Core i7,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,21.148
acer,Windows,Intel Core i7,12.0,1920 x 1200,512.0,8.0,0.0,60.0,Intel Iris Graphics,14.0,28.799
asus,Windows,Intel Core i7,11.0,1920 x 1080,512.0,16.0,0.0,60.0,RTX A4500,14.0,22.999
casper,Free Dos,Intel Core i3,11.0,1920 x 1080,500.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,13.699
asus,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,12.899
hp,Windows,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,29.999
dell,Free Dos,Intel Core i5,11.0,1366 x 768,512.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,14.6357
lenovo,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,512.0,24.0,0.0,60.0,AMD Radeon Graphics,15.6,14.099
